Chrom	Starts	Ends	genes
chr9	108914619	108914619	Tmem89
chr9	108936633	108936633	Uqcrc1
chr9	108950541	108950541	Gm37284
chr9	108953586	108953586	Col7a1
chr9	108969922	108969922	Mir711
chr9	108986010	108986010	Ucn2
chr9	108991570	108991570	Gm38004
chr9	108991778	108991778	Pfkfb4
chr9	109038565	109038565	Shisa5
chr9	109059734	109059734	Trex1
chr9	109074120	109074120	Gm42641
chr9	109074124	109074124	Atrip
chr9	109082587	109082587	Tma7
chr9	109082493	109082493	Ccdc51
chr9	109097796	109097796	Gm7628
chr9	109095389	109095389	Plxnb1
chr9	109162041	109162041	Fbxw21
chr9	109195975	109195975	Fbxw13
chr9	109234754	109234754	Fbxw20
chr9	109287676	109287676	Fbxw14
chr9	109295648	109295648	Gm22821
chr9	109339659	109339659	Fbxw28
chr9	109347630	109347630	Gm25484
chr9	109358335	109358335	Gm24641
chr9	109404296	109404296	Fbxw22
chr9	109449140	109449140	Fbxw16
chr9	109440128	109440128	Gm42494
chr9	109448645	109448645	Gm42493
chr9	109495875	109495875	Fbxw19
chr9	109534858	109534858	Fbxw23
chr9	109537100	109537100	Gm42756
chr9	109542913	109542913	Gm43089
chr9	109568262	109568262	Fbxw15
chr9	109574224	109574224	Gm42755
chr9	109626057	109626057	Fbxw24
chr9	109664652	109664652	Fbxw25
chr9	109702700	109702700	Fbxw18
chr9	109702934	109702934	Gm43209
chr9	109746089	109746089	Fbxw26
chr9	109790630	109790630	Fbxw27
chr9	109812280	109812280	Spink8
chr9	109832706	109832706	3000002C10Rik
chr9	109832749	109832749	Nme6
chr9	109849617	109849617	Camp
chr9	109875579	109875579	Cdc25a
chr9	109889643	109889643	Mir7089
chr9	109924750	109924750	Gm4644
chr9	109931460	109931460	Map4
chr9	109970433	109970433	Gm4734
chr9	109991834	109991834	Gm43732
chr9	110005974	110005974	Gm42433
chr9	110041180	110041180	Gm42432
chr9	110117830	110117830	Dhx30
chr9	110109139	110109139	Gm27855
chr9	110117708	110117708	Smarcc1
chr9	110121816	110121816	Gm23377
chr9	110121805	110121805	Gm23377
chr9	110243783	110243783	Cspg5
chr9	110254144	110254144	Gm43622
chr9	110281287	110281287	Mir6236
chr9	110293937	110293937	Gm42775
chr9	110305173	110305173	Elp6
chr9	110330564	110330564	Gm42638
chr9	110333288	110333288	Scap
chr9	110375430	110375430	5830462I19Rik
chr9	110408213	110408213	Ptpn23
chr9	110419747	110419747	Ngp
chr9	110476694	110476694	Klhl18
chr9	110476958	110476958	Kif9
chr9	110532597	110532597	Setd2
chr9	110543211	110543211	Gm42763
chr9	110624452	110624452	Nradd
chr9	110654161	110654161	Nbeal2
chr9	110636115	110636115	Mir8107
chr9	110655679	110655679	Gm42470
chr9	110656503	110656503	Ccdc12
chr9	110674954	110674954	Gm42762
chr9	110747145	110747145	Pth1r
chr9	110741861	110741861	Myl3
chr9	110798166	110798166	Prss42
chr9	110813994	110813994	Prss44
chr9	110826690	110826690	Prss43
chr9	110834588	110834588	Prss45
chr9	110844506	110844506	Prss46
chr9	110857967	110857967	Prss50
chr9	110880113	110880113	Tmie
chr9	110879870	110879870	Als2cl
chr9	110895899	110895899	Gm43127
chr9	110916861	110916861	Gm590
chr9	110925403	110925403	Gm24269
chr9	110946158	110946158	Tdgf1
chr9	110951545	110951545	Lrrc2
chr9	110974432	110974432	Gm43535
chr9	110990583	110990583	Rtp3
chr9	110986201	110986201	1700061E17Rik
chr9	110989499	110989499	Gm10030
chr9	111019271	111019271	Ltf
chr9	111053193	111053193	Gm43814
chr9	111057519	111057519	Ccrl2
chr9	111071533	111071533	Rp31-ps19
chr9	111075394	111075394	Gm26409
chr9	111117592	111117592	Lrrfip2
chr9	111271791	111271791	Mlh1
chr9	111244867	111244867	Gm24860
chr9	111271929	111271929	Epm2aip1
chr9	111311739	111311739	Trank1
chr9	111411434	111411434	Gm42527
chr9	111439081	111439081	Dclk3
chr9	111548940	111548940	Gm42523
chr9	111561423	111561423	Gm43236
chr9	111690348	111690348	Stac
chr9	111614015	111614015	n-R5s90
chr9	112235938	112235938	Arpp21
chr9	112118711	112118711	Mir128-2
chr9	112227579	112227579	2310075C17Rik
chr9	112234277	112234277	2900079G21Rik
chr9	112489616	112489616	Gm27847
chr9	112522529	112522529	Gm24957
chr9	113403475	113403475	Gm22492
chr9	113611783	113611783	RP23-471H21.1
chr9	113708259	113708259	Pdcd6ip
chr9	113776298	113776298	Gm25059
chr9	113812586	113812586	Clasp2
chr9	113930934	113930934	Ubp1
chr9	114046191	114046191	Fbxl2
chr9	114057354	114057354	Susd5
chr9	114317028	114317028	4921528I07Rik
chr9	114330135	114330135	Bcl2a1c
chr9	114368303	114368303	4930520O04Rik
chr9	114390675	114390675	Crtap
chr9	114401076	114401076	Glb1
chr9	114401095	114401095	Tmppe
chr9	114496544	114496544	Ccr4
chr9	114564369	114564369	Trim71
chr9	114515697	114515697	C130032M10Rik
chr9	114640200	114640200	Cnot10
chr9	114602192	114602192	Gm23232
chr9	114688790	114688790	Dync1li1
chr9	114731203	114731203	Cmtm6
chr9	114781993	114781993	Cmtm7
chr9	114780100	114780100	Gm9888
chr9	114844152	114844152	Cmtm8
chr9	114838173	114838173	Gm23889
chr9	114933987	114933987	Gpd1l
chr9	114978569	114978569	Osbpl10
chr9	114982740	114982740	Rps27rt
chr9	115186058	115186058	Gm4665
chr9	115196898	115196898	Gm26962
chr9	115200398	115200398	Gm27002
chr9	115310421	115310421	Stt3b
chr9	115381819	115381819	Mir467h
chr9	115381960	115381960	Gm26303
chr9	115382099	115382099	Gm25510
chr9	115411353	115411353	Gm22243
chr9	115438581	115438581	Gm5921
chr9	115626718	115626718	n-R5s92
chr9	115909455	115909455	Gadl1
chr9	116001788	116001788	Gm16142
chr9	116041064	116041064	Gm9385
chr9	116175363	116175363	Tgfbr2
chr9	117629913	117629913	Rbms3
chr9	117059158	117059158	Gm18489
chr9	117065527	117065527	Gm20397
chr9	117252536	117252536	Gm17396
chr9	117402979	117402979	Gm20396
chr9	117872584	117872584	RP23-357C16.1
chr9	117873144	117873144	Gm26614
chr9	118040259	118040259	Zcwpw2
chr9	117999336	117999336	Gm22008
chr9	118040499	118040499	Azi2
chr9	118150196	118150196	Cmc1
chr9	118150231	118150231	Gm17399
chr9	118287786	118287786	Gm22198
chr9	118403302	118403302	2610509F24Rik
chr9	118406099	118406099	Platr11
chr9	118467064	118467064	Gm22479
chr9	118478212	118478212	Eomes
chr9	118506318	118506318	Golga4
chr9	118606690	118606690	Itga9
chr9	118837955	118837955	Gm10157
chr9	118926455	118926455	Gm2415
chr9	118924873	118924873	Gm16295
chr9	118926453	118926453	Ctdspl
chr9	119031796	119031796	Mir26a-1
chr9	119052778	119052778	Vill
chr9	119093496	119093496	Plcd1
chr9	119102478	119102478	Dlec1
chr9	119157093	119157093	Acaa1b
chr9	119159161	119159161	Gm10608
chr9	119365553	119365553	Slc22a14
chr9	119209105	119209105	Slc22a13
chr9	119231692	119231692	Slc22a13b-ps
chr9	119322427	119322427	Oxsr1
chr9	119306757	119306757	Gm22729
chr9	119341411	119341411	Myd88
chr9	119339676	119339676	Acaa1a
chr9	119357381	119357381	Xylb
chr9	119402444	119402444	Acvr2b
chr9	119444830	119444830	4930516B21Rik
chr9	119444923	119444923	Exog
chr9	119579016	119579016	Scn5a
chr9	119719032	119719032	Scn10a
chr9	119825456	119825456	Scn11a
chr9	119894863	119894863	Gm2449
chr9	119894895	119894895	Wdr48
chr9	120068283	120068283	Cx3cr1
chr9	119937558	119937558	Gorasp1
chr9	119937606	119937606	Ttc21a
chr9	119977250	119977250	Csrnp1
chr9	120023598	120023598	Xirp1
chr9	120092133	120092133	Ccr8
chr9	120110374	120110374	Slc25a38
chr9	120127766	120127766	Rpsa
chr9	120128780	120128780	Gm24044
chr9	120129351	120129351	Gm26448
chr9	120130415	120130415	Snora62
chr9	120149742	120149742	Mobp
chr9	120182564	120182564	Gm37111
chr9	120303936	120303936	Myrip
chr9	120316328	120316328	Gm15566
chr9	120384911	120384911	Gm15565
chr9	120492606	120492606	Eif1b
chr9	120539818	120539818	Entpd3
chr9	120571517	120571517	Rpl14
chr9	120577346	120577346	5830454E08Rik
chr9	120791785	120791785	Gm23624
chr9	120915252	120915252	1700020M21Rik
chr9	120930802	120930802	4930593C16Rik
chr9	120929216	120929216	Ctnnb1
chr9	120955086	120955086	Mir7090
chr9	121277197	121277197	Ulk4
chr9	121242342	121242342	Gm22987
chr9	121247317	121247317	Gm17157
chr9	121297502	121297502	Trak1
chr9	121495689	121495689	Cck
chr9	121642096	121642096	Lyzl4
chr9	121586997	121586997	Lyzl4os
chr9	121642716	121642716	Vipr1
chr9	121705490	121705490	Sec22c
chr9	121710389	121710389	Deb1
chr9	121719169	121719169	Nktr
chr9	121759943	121759943	E530011L22Rik
chr9	121760033	121760033	Zfp651
chr9	121777607	121777607	Klhl40
chr9	121792507	121792507	Hhatl
chr9	121839461	121839461	Ccdc13
chr9	121820289	121820289	Gm17163
chr9	121858000	121858000	Higd1a
chr9	121898464	121898464	Ackr2
chr9	121916305	121916305	Cyp8b1
chr9	121938135	121938135	1700048O20Rik
chr9	121950988	121950988	Fam198a
chr9	121996026	121996026	Pomgnt2
chr9	122117283	122117283	Snrk
chr9	122294374	122294374	Ano10
chr9	122274028	122274028	Mir8106
chr9	122304893	122304893	RP24-233F22.1
chr9	122310928	122310928	Gm26797
chr9	122351608	122351608	Abhd5
chr9	122398801	122398801	A730085K08Rik
chr9	122572497	122572497	9530059O14Rik
chr9	122682876	122682876	Mir138-1
chr9	122747346	122747346	Topaz1
chr9	122805539	122805539	Tcaim
chr9	122812564	122812564	Gm25341
chr9	122844035	122844035	Gm35549
chr9	122862128	122862128	Zfp445
chr9	122903184	122903184	A530083I20Rik
chr9	122888471	122888471	Zkscan7
chr9	122923072	122923072	Zfp105
chr9	122951000	122951000	1110059G10Rik
chr9	122951081	122951081	Kif15
chr9	123021326	123021326	Tmem42
chr9	123034739	123034739	Tgm4
chr9	123113205	123113205	Zdhhc3
chr9	123113215	123113215	Exosc7
chr9	123150946	123150946	Clec3b
chr9	123162371	123162371	Gm23323
chr9	123216038	123216038	Cdcp1
chr9	123260789	123260789	Tmem158
chr9	123307939	123307939	Scp2-ps2
chr9	123366940	123366940	Lars2
chr9	123478701	123478701	Limd1
chr9	123529882	123529882	Sacm1l
chr9	123632565	123632565	Slc6a20b
chr9	123635388	123635388	Gm17120
chr9	123678885	123678885	Slc6a20a
chr9	123678096	123678096	Gm17200
chr9	123678439	123678439	Ccr9
chr9	123690192	123690192	Gm10052
chr9	123717625	123717625	Lztfl1
chr9	123762503	123762503	Gm17020
chr9	123790939	123790939	Gm17021
chr9	123851899	123851899	Fyco1
chr9	123806477	123806477	Cxcr6
chr9	123862029	123862029	Xcr1
chr9	123968692	123968692	Ccr1
chr9	123978408	123978408	Ccr1l1
chr9	124021971	124021971	Ccr3
chr9	124101950	124101950	Ccr2
chr9	124121543	124121543	Ccr5
chr9	124312696	124312696	2010315B03Rik
chr9	124348831	124348831	Nlrp4g
chr9	124476861	124476861	Ppp2r3d
chr9	124493793	124493793	Gm21836
chr10	3119841	3119841	9230019H11Rik
chr10	3267771	3267771	H60c
chr10	3367135	3367135	Gm26752
chr10	3366150	3366150	Ppp1r14c
chr10	3425023	3425023	Gm24482
chr10	3540240	3540240	Iyd
chr10	3740364	3740364	Plekhg1
chr10	3869607	3869607	Gm16149
chr10	3934877	3934877	Gm23023
chr10	3947091	3947091	Gm16148
chr10	3973118	3973118	Mthfd1l
chr10	3992371	3992371	Gm16074
chr10	4104313	4104313	Gm25515
chr10	4169887	4169887	Gm25369
chr10	4266329	4266329	Akap12
chr10	4388108	4388108	Zbtb2
chr10	4391587	4391587	Gm21781
chr10	4432388	4432388	Rmnd1
chr10	4409033	4409033	Gm16153
chr10	4432467	4432467	Armt1
chr10	4482502	4482502	Ccdc170
chr10	4484234	4484234	Gm22739
chr10	4611593	4611593	Esr1
chr10	5550692	5550692	Syne1
chr10	5036456	5036456	Gm25694
chr10	5069192	5069192	Gm10097
chr10	5357173	5357173	Gm23573
chr10	5593728	5593728	Myct1
chr10	5639218	5639218	Vip
chr10	5805600	5805600	Fbxo5
chr10	5823910	5823910	Mtrf1l
chr10	5922400	5922400	Rgs17
chr10	6761761	6761761	Gm10945
chr10	6758506	6758506	Oprm1
chr10	7052478	7052478	Ipcef1
chr10	7038661	7038661	Gm15536
chr10	7212237	7212237	Cnksr3
chr10	7473477	7473477	Ulbp1
chr10	7589800	7589800	Lrp11
chr10	7606813	7606813	Gm16254
chr10	7681136	7681136	Pcmt1
chr10	7667503	7667503	Nup43
chr10	7681209	7681209	Lats1
chr10	7726000	7726000	Katna1
chr10	7761099	7761099	Gm20470
chr10	7792824	7792824	Ginm1
chr10	7780185	7780185	B430219N15Rik
chr10	7792891	7792891	Ppil4
chr10	7808758	7808758	Gm15560
chr10	7832470	7832470	Zc3h12d
chr10	7836381	7836381	Mir5104
chr10	7848481	7848481	Gm24726
chr10	7956230	7956230	Tab2
chr10	8518825	8518825	Ust
chr10	8642934	8642934	Gm24374
chr10	8886070	8886070	Sash1
chr10	8824147	8824147	Gm25410
chr10	8884594	8884594	Gm26674
chr10	9479298	9479298	Gm28904
chr10	9535681	9535681	Gm9930
chr10	9675208	9675208	Samd5
chr10	9901079	9901079	Stxbp5
chr10	9852149	9852149	Gm25635
chr10	9976627	9976627	Gm28905
chr10	10100953	10100953	Gm25682
chr10	10184800	10184800	4930598N05Rik
chr10	10193524	10193524	Gm44555
chr10	10472326	10472326	Adgb
chr10	10343115	10343115	Gm15568
chr10	10558233	10558233	Rab32
chr10	10605945	10605945	Gm5177
chr10	10663154	10663154	Gm23601
chr10	10681348	10681348	Gm10944
chr10	11082356	11082356	Grm1
chr10	11149427	11149427	Shprh
chr10	11212979	11212979	Gm16577
chr10	11281221	11281221	4930432B10Rik
chr10	11281330	11281330	Fbxo30
chr10	11330626	11330626	Gm25979
chr10	11343404	11343404	Epm2a
chr10	11387603	11387603	Rpl17-ps11
chr10	11609257	11609257	Gm9797
chr10	11648005	11648005	Gm22546
chr10	11940973	11940973	Gm22194
chr10	11959880	11959880	Gm25011
chr10	12363410	12363410	Gm23680
chr10	12368623	12368623	Gm25139
chr10	12861735	12861735	Utrn
chr10	12793974	12793974	Gm23044
chr10	12923100	12923100	B230208H11Rik
chr10	12964259	12964259	Stx11
chr10	13005343	13005343	Sf3b5
chr10	13060504	13060504	Plagl1
chr10	13091817	13091817	Gm27741
chr10	13177991	13177991	Zc2hc1b
chr10	13193137	13193137	Ltv1
chr10	13474396	13474396	Phactr2
chr10	13499540	13499540	Fuca2
chr10	13553142	13553142	Pex3
chr10	13552894	13552894	Adat2
chr10	13868980	13868980	Aig1
chr10	13888643	13888643	Gm22995
chr10	13891653	13891653	Gm8330
chr10	13966075	13966075	Hivep2
chr10	14007405	14007405	Gm26835
chr10	14154446	14154446	Gm28289
chr10	14233513	14233513	Gm24343
chr10	14313908	14313908	Gm37299
chr10	14545179	14545179	Adgrg6
chr10	14523078	14523078	Gm10335
chr10	14705560	14705560	Vta1
chr10	14664220	14664220	Gm16234
chr10	14705591	14705591	Nmbr
chr10	14718214	14718214	Gje1
chr10	14746117	14746117	Gm8355
chr10	14760720	14760720	B230364G03Rik
chr10	14984670	14984670	Gm23892
chr10	17095807	17095807	Gm20125
chr10	17116804	17116804	Gm25382
chr10	17723228	17723228	Cited2
chr10	17799921	17799921	Gm20655
chr10	17796226	17796226	Txlnb
chr10	17817379	17817379	Gm7584
chr10	17948067	17948067	Heca
chr10	18023252	18023252	Abracl
chr10	18011268	18011268	Gm17711
chr10	18055861	18055861	Reps1
chr10	18210890	18210890	Ect2l
chr10	18234998	18234998	Ccdc28a
chr10	18235053	18235053	Gm10827
chr10	18318985	18318985	Nhsl1
chr10	18546076	18546076	Hebp2
chr10	18743758	18743758	Arfgef3
chr10	18785011	18785011	Gm4922
chr10	18845071	18845071	Perp
chr10	18921677	18921677	Gm38175
chr10	19015657	19015657	Tnfaip3
chr10	19356560	19356560	Olig3
chr10	19591949	19591949	Ifngr1
chr10	19621998	19621998	Il22ra2
chr10	19644750	19644750	9230106D20Rik
chr10	19712587	19712587	Il20ra
chr10	19782854	19782854	Gm25256
chr10	19851459	19851459	Slc35d3
chr10	19907689	19907689	Pex7
chr10	19934472	19934472	Map3k5
chr10	20148471	20148471	Map7
chr10	20297688	20297688	Mir6413
chr10	20312294	20312294	4933406P04Rik
chr10	20312469	20312469	Bclaf1
chr10	20347819	20347819	Mtfr2
chr10	20725078	20725078	Pde7b
chr10	20518164	20518164	4930403O15Rik
chr10	20519768	20519768	Gm17229
chr10	20625635	20625635	Gm17230
chr10	20952547	20952547	Ahi1
chr10	21160905	21160905	Myb
chr10	21145094	21145094	Gm26577
chr10	21289219	21289219	Gm2467
chr10	21295979	21295979	Hbs1l
chr10	21377291	21377291	Aldh8a1
chr10	21419358	21419358	1700021A07Rik
chr10	21593145	21593145	1700020N01Rik
chr10	21686411	21686411	Gm5420
chr10	21743867	21743867	Gm29323
chr10	21844851	21844851	Platr6
chr10	21878892	21878892	Gm23839
chr10	21882184	21882184	Sgk1
chr10	22048512	22048512	Gm8540
chr10	22046985	22046985	Gm7672
chr10	22058630	22058630	Gm34267
chr10	22068079	22068079	4930444G20Rik
chr10	22074237	22074237	Gm2539
chr10	22110621	22110621	Gm19791
chr10	22149270	22149270	E030030I06Rik
chr10	22124496	22124496	Gm7678
chr10	22154416	22154416	Gm4895
chr10	22158569	22158569	Raet1e
chr10	22158586	22158586	H60b
chr10	22302835	22302835	Gm26740
chr10	22212653	22212653	Gm26581
chr10	22224280	22224280	Gm1972
chr10	22263367	22263367	Hmgb1-ps8
chr10	22281736	22281736	Gm26528
chr10	22306702	22306702	C920009B18Rik
chr10	22343439	22343439	Gm5421
chr10	22360552	22360552	Raet1d
chr10	22402883	22402883	Gm10825
chr10	22414514	22414514	Gm16531
chr10	22453520	22453520	Gm26585
chr10	22645011	22645011	Slc2a12
chr10	22731938	22731938	Tbpl1
chr10	22729432	22729432	Mir7663
chr10	22820128	22820128	Tcf21
chr10	23349895	23349895	Eya4
chr10	23166971	23166971	Gm24655
chr10	23787195	23787195	Rps12
chr10	23785475	23785475	Snora33
chr10	23785823	23785823	Snord100
chr10	23786543	23786543	Gm23130
chr10	23796986	23796986	Slc18b1
chr10	23851462	23851462	Vnn3
chr10	23894688	23894688	Vnn1
chr10	23920356	23920356	Taar1
chr10	23938572	23938572	Taar2
chr10	23949558	23949558	Taar3
chr10	23960494	23960494	Taar4
chr10	23970706	23970706	Taar5
chr10	23985646	23985646	Taar6
chr10	23993481	23993481	Taar7a
chr10	23999939	23999939	Taar7b
chr10	24013470	24013470	Taar7c-ps
chr10	24021229	24021229	Gm15136
chr10	24027222	24027222	Taar7d
chr10	24037614	24037614	Taar7e
chr10	24045592	24045592	Gm6884
chr10	24049510	24049510	Taar7f
chr10	24076500	24076500	Taar8a
chr10	24092294	24092294	Taar8b
chr10	24101912	24101912	Taar8c
chr10	24109534	24109534	Taar9
chr10	24126069	24126069	Gm15137
chr10	24149317	24149317	Stx7
chr10	24223517	24223517	Moxd1
chr10	24447490	24447490	Gm15271
chr10	24514511	24514511	Gm15272
chr10	24597108	24597108	Gm15270
chr10	24568134	24568134	Gm6893
chr10	24595442	24595442	Ctgf
chr10	24712159	24712159	Enpp1
chr10	24836195	24836195	Enpp3
chr10	24869986	24869986	Med23
chr10	24893980	24893980	Gm23410
chr10	24910664	24910664	Mir6905
chr10	24927470	24927470	Arg1
chr10	25054140	25054140	Gm22566
chr10	25307870	25307870	Akap7
chr10	25266175	25266175	Gm25016
chr10	25281852	25281852	Gm26167
chr10	25359798	25359798	Epb41l2
chr10	25536267	25536267	Smlr1
chr10	25536386	25536386	Gm29571
chr10	26079052	26079052	Tmem200a
chr10	26078255	26078255	Gm9767
chr10	26229707	26229707	Samd3
chr10	26375185	26375185	L3mbtl3
chr10	26356857	26356857	Gm27754
chr10	26357947	26357947	Gm23757
chr10	26674612	26674612	Gm8709
chr10	26753421	26753421	Arhgap18
chr10	27619758	27619758	Lama2
chr10	27389866	27389866	4930579H20Rik
chr10	27452289	27452289	Gm23353
chr10	27615328	27615328	Gm36962
chr10	27936364	27936364	Gm10145
chr10	28074820	28074820	Ptprk
chr10	28214121	28214121	Gm22370
chr10	28668360	28668360	Themis
chr10	28923507	28923507	4930519F09Rik
chr10	28954302	28954302	Gm22811
chr10	28986303	28986303	2310057J18Rik
chr10	29030128	29030128	Gm9824
chr10	29144194	29144194	Gm9996
chr10	29143996	29143996	Soga3
chr10	29211643	29211643	9330159F19Rik
chr10	29313166	29313166	Echdc1
chr10	29362442	29362442	Rnf146
chr10	29349585	29349585	Gm25596
chr10	29395036	29395036	Gm24286
chr10	29535867	29535867	Rspo3
chr10	29699380	29699380	Gm10275
chr10	30200540	30200540	Cenpw
chr10	30493942	30493942	Gm22623
chr10	30600749	30600749	Trmt11
chr10	30618479	30618479	Hint3
chr10	30803107	30803107	Ncoa7
chr10	30673227	30673227	Gm24189
chr10	30842801	30842801	Hey2
chr10	30942485	30942485	Gm24168
chr10	31163632	31163632	Gm23790
chr10	31248140	31248140	Gm5422
chr10	31313382	31313382	Hddc2
chr10	31317281	31317281	n-R5s76
chr10	31445921	31445921	Tpd52l1
chr10	31609184	31609184	Rnf217
chr10	31575013	31575013	Gm7909
chr10	31639158	31639158	Gm8793
chr10	32890462	32890462	Nkain2
chr10	33083483	33083483	Trdn
chr10	33624769	33624769	Clvs2
chr10	33624246	33624246	Gm15939
chr10	33782115	33782115	Sult3a2
chr10	33809498	33809498	Gm10327
chr10	33863935	33863935	Sult3a1
chr10	33905111	33905111	Rsph4a
chr10	33951212	33951212	Zufsp
chr10	33995054	33995054	Gm17567
chr10	34019624	34019624	Rwdd1
chr10	34037597	34037597	Trappc3l
chr10	34044313	34044313	Fam26d
chr10	34096519	34096519	Fam26e
chr10	34127972	34127972	Fam26f
chr10	34207551	34207551	Dse
chr10	34282190	34282190	Tspyl1
chr10	34418552	34418552	Nt5dc1
chr10	34298907	34298907	Gm26564
chr10	34297442	34297442	Tspyl4
chr10	34389981	34389981	Col10a1
chr10	34483400	34483400	Frk
chr10	35112198	35112198	Gm26341
chr10	35711891	35711891	Amd2
chr10	36506814	36506814	Hs3st5
chr10	36775931	36775931	Gm22554
chr10	36974544	36974544	Hdac2
chr10	37129744	37129744	Gm38231
chr10	37138920	37138920	Marcks
chr10	37139402	37139402	5930403N24Rik
chr10	37337486	37337486	Gm26535
chr10	37931680	37931680	Gm24710
chr10	38179453	38179453	Gm24889
chr10	38213359	38213359	Gm24297
chr10	38615481	38615481	Gm22911
chr10	38821779	38821779	Rfpl4b
chr10	38965515	38965515	Lama4
chr10	39133914	39133914	Fam229b
chr10	39134023	39134023	Tube1
chr10	39163794	39163794	Wisp3
chr10	39368855	39368855	Fyn
chr10	39424996	39424996	Gm6963
chr10	39558062	39558062	Gm16364
chr10	39613682	39613682	Gm16365
chr10	39612934	39612934	Traf3ip2
chr10	39732007	39732007	E130307A14Rik
chr10	39732118	39732118	Rev3l
chr10	39749317	39749317	Gm22105
chr10	39752868	39752868	Gm16210
chr10	39866332	39866332	Gm26824
chr10	39899238	39899238	Mfsd4b4
chr10	39899329	39899329	4930547M16Rik
chr10	39926923	39926923	Mfsd4b2
chr10	39960153	39960153	Mfsd4b3
chr10	39986646	39986646	Mfsd4b5
chr10	40025268	40025268	Mfsd4b1
chr10	40011866	40011866	Gm8055
chr10	40142254	40142254	Slc16a10
chr10	40109462	40109462	Gm25613
chr10	40222807	40222807	Gm37786
chr10	40247036	40247036	Rpf2
chr10	40257665	40257665	Gtf3c6
chr10	40258467	40258467	Rnu3a
chr10	40258467	40258467	Rnu3a
chr10	40302188	40302188	Amd1
chr10	40350103	40350103	Cdk19os
chr10	40349308	40349308	Cdk19
chr10	40570336	40570336	Slc22a16
chr10	40630011	40630011	Ddo
chr10	40683282	40683282	Mettl24
chr10	40883143	40883143	Cdc40
chr10	40875882	40875882	Gm22948
chr10	40883475	40883475	Wasf1
chr10	41072285	41072285	Gpr6
chr10	41303241	41303241	Fig4
chr10	41216045	41216045	Gm25526
chr10	41303980	41303980	Ak9
chr10	41387900	41387900	Gm25626
chr10	41408277	41408277	Gm27783
chr10	41450396	41450396	Zbtb24
chr10	41476314	41476314	Mical1
chr10	41490369	41490369	Smpd2
chr10	41490439	41490439	Ppil6
chr10	41519414	41519414	Cd164
chr10	41716634	41716634	Ccdc162
chr10	41606595	41606595	Ccdc162
chr10	41553762	41553762	Gm17196
chr10	41568016	41568016	5730435O14Rik
chr10	41612837	41612837	Gm29095
chr10	41670739	41670739	Mir3473b
chr10	41809871	41809871	Cep57l1
chr10	41746746	41746746	BC048559
chr10	41810574	41810574	Sesn1
chr10	42018442	42018442	Armc2
chr10	42055306	42055306	Gm9855
chr10	42276755	42276755	Foxo3
chr10	42309775	42309775	Gm23533
chr10	42478565	42478565	Lace1
chr10	42331263	42331263	Gm15197
chr10	42435889	42435889	Gm15198
chr10	42493746	42493746	Gm25277
chr10	42502030	42502030	Snx3
chr10	42583632	42583632	Nr2e1
chr10	42583822	42583822	Ostm1
chr10	42698518	42698518	Gm15200
chr10	42758660	42758660	Gm15199
chr10	42761496	42761496	Sec63
chr10	42763635	42763635	Gm26860
chr10	42820767	42820767	Gm26464
chr10	42860370	42860370	Scml4
chr10	43174530	43174530	Sobp
chr10	43154216	43154216	Gm29245
chr10	43173263	43173263	Gm29246
chr10	43174704	43174704	9030612E09Rik
chr10	43221486	43221486	Pdss2
chr10	43319360	43319360	Gm16546
chr10	43373920	43373920	Rps19-ps11
chr10	43456501	43456501	Gm3699
chr10	43479140	43479140	Bend3
chr10	43524102	43524102	Gm9803
chr10	43540994	43540994	1700021F05Rik
chr10	43579169	43579169	Cd24a
chr10	43593427	43593427	F930017D23Rik
chr10	43821231	43821231	Gm9034
chr10	43901745	43901745	Qrsl1
chr10	43901807	43901807	Rtn4ip1
chr10	44148853	44148853	Aim1
chr10	44004154	44004154	Gm10812
chr10	44211403	44211403	Speer5-ps1
chr10	44268358	44268358	Atg5
chr10	44359676	44359676	Mir1929
chr10	44528501	44528501	Prdm1
chr10	44597327	44597327	Gm22087
chr10	44668384	44668384	Gm27977
chr10	44732353	44732353	Gm22503
chr10	44922177	44922177	Gm24271
chr10	45006110	45006110	Gm4795
chr10	45067206	45067206	Prep
chr10	45095708	45095708	Gm23766
chr10	45178098	45178098	Popdc3
chr10	45247087	45247087	Gm27723
chr10	45268731	45268731	Gm26016
chr10	45289424	45289424	Gm15934
chr10	45335762	45335762	Bves
chr10	45470201	45470201	Lin28b
chr10	45537244	45537244	Gm27731
chr10	45577829	45577829	Hace1
chr10	45816861	45816861	Gm27410
chr10	46377609	46377609	Gm25740
chr10	46658638	46658638	Gm23481
chr10	46838507	46838507	Gm25650
chr10	48437822	48437822	Gm23584
chr10	48619395	48619395	Gm24256
chr10	49788766	49788766	Grik2
chr10	49225653	49225653	Gm26543
chr10	50592669	50592669	Ascc3
chr10	50866364	50866364	Gm23883
chr10	50895651	50895651	Sim1
chr10	51182299	51182299	Gm26257
chr10	51480632	51480632	Lilr4b
chr10	51480640	51480640	Lilrb4a
chr10	51590480	51590480	Fam162b
chr10	51631458	51631458	Gprc6a
chr10	51677756	51677756	Rfx6
chr10	51757194	51757194	4933411G06Rik
chr10	51888625	51888625	Gm23906
chr10	52022502	52022502	Vgll2
chr10	52032251	52032251	Gm24084
chr10	52195244	52195244	Ros1
chr10	52119869	52119869	Gm20630
chr10	52189248	52189248	Gm18513
chr10	52233619	52233619	Dcbld1
