Chrom	Starts	Ends	genes
chr7	75203926	75203926	PHB1P6
chr7	75225433	75225433	ENSG00000277675
chr7	75232928	75232928	ENSG00000263081
chr7	75237405	75237405	ENSG00000275121
chr7	75281243	75281243	SPDYE13
chr7	75299795	75299795	ENSG00000276840
chr7	75298091	75298091	ENSG00000267828
chr7	75309171	75309171	SPDYE14
chr7	75327765	75327765	ENSG00000273598
chr7	75326060	75326060	ENSG00000202021
chr7	75337138	75337138	SPDYE15
chr7	75359550	75359550	ENSG00000278416
chr7	75353986	75353986	ENSG00000199870
chr7	75359194	75359194	ENSG00000205583
chr7	75381638	75381638	ENSG00000275930
chr7	75395434	75395434	ENSG00000146722
chr7	75395063	75395063	TRIM73
chr7	75410322	75410322	NSUN5P1
chr7	75486299	75486299	POM121C
chr7	75486108	75486108	ENSG00000242073
chr7	75493625	75493625	SPDYE5
chr7	75528148	75528148	ENSG00000127957
chr7	75513126	75513126	ENSG00000200874
chr7	75738962	75738962	HIP1
chr7	75626970	75626970	ENSG00000279996
chr7	75789896	75789896	CCL26
chr7	75823356	75823356	CCL24
chr7	75835663	75835663	ENSG00000219039
chr7	75842602	75842602	RHBDD2
chr7	75899200	75899200	POR
chr7	75915197	75915197	MIR4651
chr7	75922755	75922755	ENSG00000235090
chr7	75943782	75943782	SNORA14A
chr7	75994656	75994656	TMEM120A
chr7	76048004	76048004	STYXL1
chr7	76045963	76045963	ENSG00000280388
chr7	76048051	76048051	MDH2
chr7	76074963	76074963	ENSG00000230882
chr7	76087444	76087444	RNU6-863P
chr7	76108779	76108779	ENSG00000227038
chr7	76132187	76132187	ENSG00000224273
chr7	76113400	76113400	ENSG00000213549
chr7	76173733	76173733	ENSG00000228829
chr7	76201896	76201896	SRRM3
chr7	76302673	76302673	HSPB1
chr7	76358991	76358991	YWHAG
chr7	76361768	76361768	ENSG00000213548
chr7	76409697	76409697	SSC4D
chr7	76397518	76397518	ZP3
chr7	76461676	76461676	DTX2
chr7	76471058	76471058	ENSG00000233980
chr7	76478856	76478856	ENSG00000250614
chr7	76510525	76510525	UPK3B
chr7	76521611	76521611	ENSG00000250778
chr7	76523605	76523605	ENSG00000238560
chr7	76524515	76524515	ENSG00000230305
chr7	76541459	76541459	SPDYE16
chr7	76549360	76549360	ENSG00000205485
chr7	76627279	76627279	POMZP3
chr7	76650897	76650897	ENSG00000214243
chr7	76903041	76903041	ENSG00000285666
chr7	76902480	76902480	LOC105375358
chr7	76959835	76959835	DTX2P1-UPK3BP1-PMS2P11
chr7	76969250	76969250	FDPSP7
chr7	76976961	76976961	ENSG00000225703
chr7	76978617	76978617	ENSG00000186704
chr7	77004662	77004662	UPK3BP1
chr7	77011551	77011551	ENSG00000241350
chr7	77013583	77013583	ENSG00000201885
chr7	77032361	77032361	SPDYE17
chr7	77039944	77039944	ENSG00000233448
chr7	77041647	77041647	ENSG00000201959
chr7	77043721	77043721	ENSG00000259628
chr7	77060933	77060933	SPDYE18
chr7	77072237	77072237	ENSG00000225726
chr7	77122116	77122116	ENSG00000214439
chr7	77116192	77116192	RPL7AP43
chr7	77122434	77122434	CCDC146
chr7	77199848	77199848	FGL2
chr7	77258123	77258123	ENSG00000250990
chr7	77416349	77416349	GSAP
chr7	77416673	77416673	ENSG00000273341
chr7	77461458	77461458	ENSG00000237620
chr7	77498965	77498965	ENSG00000287519
chr7	77537295	77537295	PTPN12
chr7	77696267	77696267	APTR
chr7	77696459	77696459	RSBN1L
chr7	77798434	77798434	TMEM60
chr7	77798792	77798792	PHTF2
chr7	77895880	77895880	ENSG00000222432
chr7	77990384	77990384	ENSG00000232756
chr7	79453667	79453667	MAGI2
chr7	78134079	78134079	ENSG00000281008
chr7	78170195	78170195	ENSG00000280958
chr7	78347142	78347142	RPL13AP17
chr7	78448999	78448999	ENSG00000285892
chr7	78486530	78486530	ENSG00000226230
chr7	78939850	78939850	ENSG00000251276
chr7	79008988	79008988	MAGI2-AS2
chr7	79030240	79030240	RNU6-337P
chr7	79124739	79124739	LOC100421387
chr7	79139829	79139829	LOC105375366
chr7	79357594	79357594	ENSG00000286855
chr7	79343372	79343372	RNU6-530P
chr7	79353410	79353410	ENSG00000222024
chr7	79452877	79452877	MAGI2-AS3
chr7	79544853	79544853	ENSG00000226285
chr7	79654109	79654109	RNA5SP234
chr7	79657947	79657947	ENSG00000287488
chr7	79768028	79768028	GNAI1
chr7	79912208	79912208	RNU6-849P
chr7	80097215	80097215	RPL10P11
chr7	80245926	80245926	RN7SL869P
chr7	80312456	80312456	ENSG00000234223
chr7	80391474	80391474	ENSG00000232667
chr7	80318253	80318253	RN7SL35P
chr7	80369575	80369575	CD36
chr7	80377835	80377835	SNRPBP1
chr7	80512064	80512064	GNAT3
chr7	80662585	80662585	ENSG00000229436
chr7	80922359	80922359	SEMA3C
chr7	80974724	80974724	ENSG00000279326
chr7	81175508	81175508	ENSG00000237896
chr7	81191398	81191398	LOC100420647
chr7	81335106	81335106	ENSG00000223514
chr7	81431731	81431731	ENSG00000224134
chr7	81463613	81463613	EIF4EP4
chr7	81691406	81691406	LOC100128317
chr7	81611326	81611326	DDX43P3
chr7	81770438	81770438	HGF
chr7	82443777	82443777	CACNA2D1
chr7	82009177	82009177	CACNA2D1-AS1
chr7	82590691	82590691	ENSG00000213530
chr7	82657035	82657035	ENSG00000228711
chr7	83162930	83162930	PCLO
chr7	83017898	83017898	RNA5SP235
chr7	83355154	83355154	ENSG00000235503
chr7	83649139	83649139	SEMA3E
chr7	83373096	83373096	ENSG00000285398
chr7	83424880	83424880	ENSG00000230617
chr7	83663419	83663419	ENSG00000230244
chr7	84492724	84492724	SEMA3A
chr7	84528830	84528830	RPL7P30
chr7	84532476	84532476	LINC03017
chr7	84848253	84848253	ENSG00000235243
chr7	84876554	84876554	ENSG00000232605
chr7	84940256	84940256	ENSG00000280325
chr7	84940245	84940245	ENSG00000232019
chr7	84983556	84983556	ENSG00000229251
chr7	85187056	85187056	SEMA3D
chr7	85027828	85027828	ENSG00000224059
chr7	85381375	85381375	ENSG00000230614
chr7	85421122	85421122	LINC00972
chr7	85636344	85636344	ENSG00000227785
chr7	86217733	86217733	SOCS5P1
chr7	86643909	86643909	GRM3
chr7	86776022	86776022	ENSG00000231255
chr7	86803409	86803409	ENSG00000233073
chr7	87059654	87059654	ELAPOR2
chr7	87109539	87109539	ENSG00000261462
chr7	87152420	87152420	DMTF1-AS1
chr7	87152409	87152409	DMTF1
chr7	87184849	87184849	ENSG00000278236
chr7	87220587	87220587	TMEM243
chr7	87218712	87218712	ENSG00000200397
chr7	87345528	87345528	TP53TG1
chr7	87345082	87345082	ENSG00000273623
chr7	87345305	87345305	ENSG00000276185
chr7	87345664	87345664	CROT
chr7	87480435	87480435	ABCB4
chr7	87713323	87713323	ABCB1
chr7	87521461	87521461	ENSG00000231956
chr7	87627548	87627548	RUNDC3B
chr7	87876360	87876360	SLC25A40
chr7	87876216	87876216	DBF4
chr7	87934143	87934143	ADAM22
chr7	88226993	88226993	SRI
chr7	88216660	88216660	SRI-AS1
chr7	88219359	88219359	ENSG00000228113
chr7	88306894	88306894	STEAP4
chr7	88420167	88420167	ENSG00000233420
chr7	88449017	88449017	ENSG00000225701
chr7	88449231	88449231	LOC124900238
chr7	88455309	88455309	ENSG00000270812
chr7	88513187	88513187	LOC100419447
chr7	88566281	88566281	ENSG00000228928
chr7	88610669	88610669	SLC66A2P1
chr7	88639014	88639014	EEF1A1P28
chr7	88749470	88749470	COX6A1P7
chr7	88759700	88759700	ZNF804B
chr7	88795737	88795737	TEX47
chr7	89443946	89443946	LOC105375387
chr7	89754726	89754726	RNU6-274P
chr7	90211635	90211635	STEAP2-AS1
chr7	90122890	90122890	ENSG00000238358
chr7	90119400	90119400	ENSG00000235436
chr7	90154456	90154456	STEAP1
chr7	90167590	90167590	STEAP2
chr7	90245174	90245174	CFAP69
chr7	90251923	90251923	ENSG00000207488
chr7	90270216	90270216	ENSG00000234459
chr7	90312496	90312496	ENSG00000225498
chr7	90321308	90321308	FAM237B
chr7	90335223	90335223	GTPBP10
chr7	90346218	90346218	ENSG00000280440
chr7	90383721	90383721	CLDN12
chr7	90403434	90403434	ENSG00000273299
chr7	90466424	90466424	CDK14
chr7	90469639	90469639	PTTG1IP2
chr7	90597353	90597353	LOC124906608
chr7	90631906	90631906	TVP23CP1
chr7	91033725	91033725	ENSG00000286411
chr7	91107374	91107374	PTP4A1P3
chr7	91264433	91264433	FZD1
chr7	91311368	91311368	LINC02932
chr7	91321103	91321103	NIPA2P1
chr7	91556848	91556848	ENSG00000235450
chr7	91643512	91643512	ENSG00000223665
chr7	91880702	91880702	MTERF1
chr7	91880791	91880791	LOC112267986
chr7	91940840	91940840	AKAP9
chr7	92134803	92134803	CYP51A1
chr7	92179511	92179511	ENSG00000285772
chr7	92245924	92245924	ENSG00000285953
chr7	92134604	92134604	CYP51A1-AS1
chr7	92179531	92179531	LRRD1
chr7	92246166	92246166	KRIT1
chr7	92206857	92206857	ENSG00000243107
chr7	92202334	92202334	ENSG00000200769
chr7	92204098	92204098	MIR1285-1
chr7	92245974	92245974	ANKIB1
chr7	92447813	92447813	TMBIM7P
chr7	92442077	92442077	CHCHD4P1
chr7	92447482	92447482	GATAD1
chr7	92457564	92457564	ENSG00000244055
chr7	92477986	92477986	ERVW-1
chr7	92528520	92528520	PEX1
chr7	92528773	92528773	RBM48
chr7	92557877	92557877	ENSG00000278819
chr7	92590393	92590393	FAM133B
chr7	92836573	92836573	CDK6
chr7	92642316	92642316	ENSG00000287932
chr7	92647906	92647906	ENSG00000286742
chr7	92701814	92701814	RNU6-10P
chr7	92836483	92836483	CDK6-AS1
chr7	92971299	92971299	ENSG00000266794
chr7	93118023	93118023	SAMD9
chr7	93148385	93148385	SAMD9L
chr7	93226469	93226469	HEPACAM2
chr7	93232340	93232340	VPS50
chr7	93574730	93574730	CALCR
chr7	93482855	93482855	MIR653
chr7	93484019	93484019	MIR489
chr7	93591573	93591573	GNGT1
chr7	93670077	93670077	ENSG00000237729
chr7	93716928	93716928	MIR4652
chr7	93777839	93777839	ENSG00000225898
chr7	93844789	93844789	ENSG00000213483
chr7	93890753	93890753	TFPI2
chr7	93890913	93890913	TFPI2-DT
chr7	93914987	93914987	ENSG00000278388
chr7	93921735	93921735	GNG11
chr7	93956519	93956519	ENSG00000278959
chr7	94004382	94004382	BET1
chr7	93969442	93969442	ENSG00000236861
chr7	94022833	94022833	ENSG00000236453
chr7	94077157	94077157	ENSG00000236938
chr7	94395608	94395608	ENSG00000285090
chr7	94311138	94311138	LOC107986821
chr7	94394895	94394895	COL1A2
chr7	94495299	94495299	RNU6-1328P
chr7	94509219	94509219	CASD1
chr7	94656572	94656572	SGCE
chr7	94656325	94656325	PEG10
chr7	94695819	94695819	RPS3AP25
chr7	94712409	94712409	RNU6-956P
chr7	94738652	94738652	ATP5PBP2
chr7	94782886	94782886	ENSG00000230682
chr7	94801514	94801514	RN7SKP129
chr7	94833904	94833904	ENSG00000219807
chr7	94907202	94907202	PPP1R9A
chr7	95018397	95018397	ENSG00000271159
chr7	95018407	95018407	ENSG00000231153
chr7	95214338	95214338	PPP1R9A-AS1
chr7	95098227	95098227	RNU4-16P
chr7	95324532	95324532	PON1
chr7	95348910	95348910	ENSG00000237160
chr7	95350164	95350164	ENSG00000228751
chr7	95396375	95396375	PON3
chr7	95435329	95435329	PON2
chr7	95416108	95416108	ENSG00000273138
chr7	95471835	95471835	ENSG00000233942
chr7	95478444	95478444	ASB4
chr7	95542145	95542145	ENSG00000279525
chr7	95545191	95545191	ENSG00000231170
chr7	95596516	95596516	PDK4
chr7	95772506	95772506	DYNC1I1
chr7	96118647	96118647	ENSG00000279067
chr7	96322147	96322147	SLC25A13
chr7	96219756	96219756	MIR591
chr7	96283357	96283357	RPL21P74
chr7	96306810	96306810	ENSG00000275834
chr7	96330638	96330638	RNU6-532P
chr7	96341140	96341140	RNU6-364P
chr7	96377857	96377857	RNU7-188P
chr7	96709891	96709891	SEM1
chr7	96858182	96858182	MARK2P10
chr7	96940364	96940364	RN7SL252P
chr7	97014088	97014088	ENSG00000231764
chr7	96965302	96965302	ENSG00000274409
chr7	96965489	96965489	ENSG00000277124
chr7	97005553	97005553	DLX6
chr7	97014066	97014066	ENSG00000274709
chr7	97024950	97024950	DLX5
chr7	97117698	97117698	SDHAF3
chr7	97135561	97135561	HMGB3P21
chr7	97201483	97201483	RPL7AP40
chr7	97437518	97437518	ENSG00000226046
chr7	97599260	97599260	RN7SKP104
chr7	97732084	97732084	TAC1
chr7	97872542	97872542	ASNS
chr7	97972985	97972985	ENSG00000284707
chr7	97870167	97870167	ENSG00000226744
chr7	97885868	97885868	SNRPCP9
chr7	97899115	97899115	RPS3AP29
chr7	97906429	97906429	ENSG00000231859
chr7	97908256	97908256	ENSG00000232032
chr7	97928300	97928300	ENSG00000284627
chr7	97938794	97938794	ENSG00000232097
chr7	97947998	97947998	OR7E7P
chr7	97963658	97963658	MIR5692A1
chr7	97964481	97964481	MIR5692C2
chr7	97967074	97967074	OR7E38P
chr7	97970404	97970404	ENSG00000285725
chr7	97972254	97972254	CCZ1P1
chr7	97991169	97991169	OCM2
chr7	97998325	97998325	RN7SL478P
chr7	98106862	98106862	LMTK2
chr7	98211439	98211439	BHLHA15
chr7	98252232	98252232	TECPR1
chr7	98252379	98252379	BRI3
chr7	98401090	98401090	BAIAP2L1
chr7	98322853	98322853	ENSG00000272950
chr7	98386584	98386584	RPS3AP26
chr7	98454617	98454617	ENSG00000213455
chr7	98479225	98479225	ENSG00000223402
chr7	98617285	98617285	NPTX2
chr7	98794824	98794824	RNU6-393P
chr7	98870771	98870771	TMEM130
chr7	98877933	98877933	TRRAP
chr7	98881650	98881650	MIR3609
chr7	98993778	98993778	ENSG00000286305
chr7	98999930	98999930	RNF14P3
chr7	99144108	99144108	SMURF1
chr7	99032894	99032894	ENSG00000284840
chr7	99250075	99250075	KPNA7
chr7	99238829	99238829	MYH16
chr7	99325826	99325826	LOC105375421
chr7	99325879	99325879	ENSG00000284292
chr7	99325898	99325898	ARPC1A
chr7	99374249	99374249	ARPC1B
chr7	99408597	99408597	PDAP1
chr7	99408641	99408641	BUD31
chr7	99466163	99466163	PTCD1
chr7	99466197	99466197	ATP5MF-PTCD1
chr7	99438922	99438922	CPSF4
chr7	99443496	99443496	ENSG00000228335
chr7	99466186	99466186	ATP5MF
chr7	99472890	99472890	ZNF789
chr7	99504857	99504857	ZNF394
chr7	99504662	99504662	ZKSCAN5
chr7	99558536	99558536	FAM200A
chr7	99558406	99558406	ZNF655
chr7	99558695	99558695	ENSG00000272647
chr7	99598267	99598267	TMEM225B
chr7	99616946	99616946	ZSCAN25
chr7	99638767	99638767	ENSG00000224448
chr7	99679998	99679998	CYP3A5
chr7	99735102	99735102	CYP3A7-CYP3A51P
chr7	99700034	99700034	CYP3A51P
chr7	99735196	99735196	CYP3A7
chr7	99784248	99784248	CYP3A4
chr7	99766543	99766543	ENSG00000273407
chr7	99820018	99820018	CYP3A137P
chr7	99828013	99828013	CYP3A43
chr7	99869841	99869841	ENSG00000260445
chr7	99872168	99872168	CYP3A52P
chr7	99877033	99877033	OR2AE1
chr7	99919531	99919531	TRIM4
chr7	99929620	99929620	GJC3
chr7	99929392	99929392	ENSG00000237640
chr7	99936610	99936610	ENSG00000199711
chr7	99952033	99952033	LOC124900245
chr7	99976042	99976042	AZGP1
chr7	99974976	99974976	ENSG00000286921
chr7	99980762	99980762	ENSG00000214313
chr7	99992397	99992397	LOC100128334
chr7	99997690	99997690	LOC105375423
chr7	100015572	100015572	ZKSCAN1
chr7	100049774	100049774	ZSCAN21
chr7	100082548	100082548	ZNF3
chr7	100088969	100088969	COPS6
chr7	100101940	100101940	MCM7
chr7	100093643	100093643	MIR25
chr7	100093847	100093847	MIR93
chr7	100094074	100094074	MIR106B
chr7	100101549	100101549	AP4M1
chr7	100119841	100119841	TAF6
chr7	100127139	100127139	ENSG00000242798
chr7	100119634	100119634	CNPY4
chr7	100126785	100126785	MBLAC1
chr7	100130964	100130964	ENSG00000235077
chr7	100140682	100140682	RPL7P60
chr7	100148907	100148907	LAMTOR4
chr7	100158723	100158723	TRAPPC14
chr7	100156669	100156669	MIR4658
chr7	100168617	100168617	GAL3ST4
chr7	100177381	100177381	GPC2
chr7	100177563	100177563	STAG3
chr7	100272218	100272218	ENSG00000239521
chr7	100218241	100218241	PVRIG
chr7	100307702	100307702	SPDYE3
chr7	100336307	100336307	ENSG00000078319
chr7	100330877	100330877	ENSG00000201913
chr7	100336079	100336079	ENSG00000242294
chr7	100336104	100336104	STAG3L5P-PVRIG2P-PILRB
chr7	100352176	100352176	PILRB
chr7	100352360	100352360	ENSG00000235333
chr7	100356651	100356651	MIR6840
chr7	100367530	100367530	PILRA
chr7	100398366	100398366	ENSG00000287631
chr7	100428992	100428992	ZCWPW1
chr7	100428790	100428790	MEPCE
chr7	100435257	100435257	ENSG00000241357
chr7	100436497	100436497	PPP1R35
chr7	100436204	100436204	ENSG00000240211
chr7	100464260	100464260	SPACDR
chr7	100479232	100479232	TSC22D4
chr7	100483833	100483833	ENSG00000286938
chr7	100483927	100483927	NYAP1
chr7	100509416	100509416	ENSG00000225807
chr7	100530659	100530659	RN7SL416P
chr7	100539203	100539203	AGFG2
chr7	100570131	100570131	ENSG00000184414
chr7	100573900	100573900	SAP25
chr7	100578700	100578700	ENSG00000274272
chr7	100586129	100586129	LRCH4
chr7	100583982	100583982	FBXO24
chr7	100604206	100604206	PCOLCE-AS1
chr7	100602363	100602363	PCOLCE
chr7	100612102	100612102	MOSPD3
chr7	100642779	100642779	TFR2
chr7	100656448	100656448	ACTL6B
chr7	100673567	100673567	GNB2
chr7	100694250	100694250	GIGYF1
chr7	100706121	100706121	POP7
chr7	100720468	100720468	EPO
chr7	100733595	100733595	ZAN
chr7	100827523	100827523	EPHB4
chr7	100821264	100821264	RN7SL750P
chr7	100826820	100826820	SLC12A9
chr7	100852616	100852616	SLC12A9-AS1
chr7	100867387	100867387	TRIP6
chr7	100868036	100868036	MIR6875
chr7	100875103	100875103	SRRT
chr7	100889715	100889715	UFSP1
chr7	100896974	100896974	ACHE
chr7	100906572	100906572	RN7SL549P
chr7	100928370	100928370	ENSG00000235926
chr7	100949534	100949534	MUC3A
chr7	100968124	100968124	ENSG00000274993
chr7	100969565	100969565	MUC12
chr7	101017608	101017608	MUC12-AS1
chr7	101020072	101020072	MUC17
chr7	101058299	101058299	RN7SKP54
chr7	101085481	101085481	TRIM56
chr7	101127104	101127104	SERPINE1
chr7	101154456	101154456	AP1S1
chr7	101159473	101159473	MIR4653
chr7	101165569	101165569	VGF
chr7	101180293	101180293	NAT16
chr7	101201038	101201038	MOGAT3
chr7	101203526	101203526	DGAT2L7P
chr7	101204495	101204495	RPSAP46
chr7	101218420	101218420	PLOD3
chr7	101218165	101218165	ZNHIT1
chr7	101238820	101238820	CLDN15
chr7	101252316	101252316	FIS1
chr7	101270041	101270041	RNU6-1104P
chr7	101273322	101273322	ENSG00000278683
chr7	101289771	101289771	AZGP1P2
chr7	101299578	101299578	LNCPRESS1
chr7	101308270	101308270	ENSG00000232445
chr7	101321823	101321823	IFT22
chr7	101362875	101362875	COL26A1
chr7	101389080	101389080	ENSG00000233683
chr7	101569006	101569006	LINC01007
chr7	101629296	101629296	MYL10
chr7	101815904	101815904	CUX1
chr7	101824729	101824729	ENSG00000259294
chr7	101960116	101960116	ENSG00000272219
chr7	102154463	102154463	ENSG00000261535
chr7	102161337	102161337	ENSG00000280404
chr7	102187039	102187039	ENSG00000280004
chr7	102188828	102188828	ENSG00000279724
chr7	102194164	102194164	ENSG00000252824
chr7	102264979	102264979	ENSG00000278586
chr7	102285091	102285091	SH2B2
chr7	102293103	102293103	MIR4285
chr7	102329530	102329530	ENSG00000170409
chr7	102336869	102336869	ENSG00000200552
chr7	102337316	102337316	PMS2P12
chr7	102356444	102356444	SPDYE6
chr7	102363872	102363872	PRKRIP1
chr7	102364162	102364162	ENSG00000239969
chr7	102382737	102382737	ENSG00000239486
chr7	102405855	102405855	MIR548O
chr7	102434780	102434780	ENSG00000239480
chr7	102433106	102433106	ORAI2
chr7	102464863	102464863	ALKBH4
chr7	102464956	102464956	LRWD1
chr7	102465742	102465742	MIR5090
chr7	102471469	102471469	MIR4467
chr7	102478907	102478907	POLR2J
chr7	102517777	102517777	RASA4
chr7	102572653	102572653	POLR2J3-UPK3BL2
chr7	102543849	102543849	UPK3BL2
chr7	102592444	102592444	ENSG00000270249
chr7	102551232	102551232	SPDYE2
chr7	102572583	102572583	POLR2J3
chr7	102616756	102616756	RASA4
chr7	102679295	102679295	ENSG00000279168
chr7	102642869	102642869	ENSG00000205236
chr7	102642791	102642791	UPK3BL1
chr7	102671641	102671641	ENSG00000267645
chr7	102650325	102650325	SPDYE2B
chr7	102671629	102671629	POLR2J2
chr7	102690469	102690469	ENSG00000233297
chr7	102748695	102748695	ENSG00000286830
chr7	102748971	102748971	FAM185A
chr7	102755146	102755146	RPL7AP39
chr7	103074843	103074843	FBXL13
chr7	102834605	102834605	RNU6-1136P
chr7	102857450	102857450	ENSG00000238324
chr7	102913000	102913000	LRRC17
chr7	102973522	102973522	NFE4
chr7	103030104	103030104	ENSG00000236226
chr7	103074881	103074881	ARMC10
chr7	103089610	103089610	ENSG00000233025
chr7	103149560	103149560	NAPEPLD
chr7	103141939	103141939	ENSG00000224415
chr7	103152325	103152325	ENSG00000236848
chr7	103162660	103162660	ENSG00000279482
chr7	103280410	103280410	ENSG00000170629
chr7	103262000	103262000	ENSG00000237632
chr7	103297435	103297435	PMPCB
chr7	103344830	103344830	DNAJC2
chr7	103328570	103328570	PSMC2
chr7	103348601	103348601	ENSG00000235354
chr7	103446207	103446207	SLC26A5
chr7	103433561	103433561	ENSG00000251852
chr7	103435092	103435092	ENSG00000252047
chr7	103445207	103445207	SLC26A5-AS1
chr7	103989658	103989658	RELN
chr7	103484539	103484539	ENSG00000222386
chr7	104208047	104208047	ORC5
chr7	104328603	104328603	LHFPL3
chr7	104667749	104667749	ENSG00000197258
chr7	104804107	104804107	LHFPL3-AS1
chr7	104826336	104826336	ENSG00000237606
chr7	104926645	104926645	LHFPL3-AS2
chr7	104911928	104911928	ENSG00000243352
chr7	104940943	104940943	ENSG00000237513
chr7	105013044	105013044	ENSG00000228393
chr7	105014321	105014321	ENSG00000239569
chr7	105014190	105014190	KMT2E
chr7	105105483	105105483	ENSG00000272918
chr7	105399308	105399308	SRPK2
chr7	105189190	105189190	ENSG00000270764
chr7	105204600	105204600	ENSG00000271482
chr7	105244652	105244652	RPL36P12
chr7	105301522	105301522	ENSG00000244490
chr7	105304277	105304277	ENSG00000242154
chr7	105332790	105332790	RNU6-1322P
chr7	105522271	105522271	PUS7
chr7	105530209	105530209	LOC100131785
chr7	105532169	105532169	RINT1
chr7	105600875	105600875	EFCAB10
chr7	105571083	105571083	EFCAB10-AS1
chr7	105583256	105583256	ENSG00000231167
chr7	105876599	105876599	ATXN7L1
chr7	105819492	105819492	RPL13AP16
chr7	105876796	105876796	CDHR3
chr7	106035798	106035798	ENSG00000280439
chr7	106112576	106112576	SYPL1
chr7	106125371	106125371	DCAF13P1
chr7	106208167	106208167	RNU6-392P
chr7	106285966	106285966	NAMPT
chr7	106285480	106285480	ENSG00000273320
chr7	106315225	106315225	LARP1BP2
chr7	106770207	106770207	ENSG00000243797
chr7	106425278	106425278	ENSG00000286076
chr7	106598908	106598908	CTB-30L5.1
chr7	106624072	106624072	ENSG00000286013
chr7	106661158	106661158	CCDC71L
chr7	106774955	106774955	LINC02577
chr7	106781715	106781715	RNA5SP236
chr7	106865278	106865278	PIK3CG
chr7	107044705	107044705	PRKAR2B
chr7	107133733	107133733	ENSG00000243193
chr7	107168961	107168961	HBP1
chr7	107193300	107193300	ENSG00000272072
chr7	107564261	107564261	COG5
chr7	107450083	107450083	RPL37AP6
chr7	107470018	107470018	GPR22
chr7	107563484	107563484	DUS4L
chr7	107563971	107563971	DUS4L-BCAP29
chr7	107580057	107580057	ENSG00000272854
chr7	107580246	107580246	BCAP29
chr7	107603363	107603363	LOC124901856
chr7	107628553	107628553	ENSG00000250474
chr7	107643023	107643023	ENSG00000225935
chr7	107662204	107662204	ENSG00000233705
chr7	107660828	107660828	SLC26A4
chr7	107744581	107744581	CBLL1-AS1
chr7	107743949	107743949	CBLL1
chr7	107803225	107803225	SLC26A3
chr7	107808734	107808734	ENSG00000229626
chr7	107891162	107891162	DLD
chr7	108003213	108003213	LAMB1
chr7	107942116	107942116	ENSG00000273055
chr7	107999982	107999982	LOC124901861
chr7	108130361	108130361	LAMB4
chr7	108456717	108456717	NRCAM
chr7	108569666	108569666	PNPLA8
chr7	108510233	108510233	RPL7P32
chr7	108569750	108569750	THAP5
chr7	108569867	108569867	DNAJB9
chr7	108598352	108598352	ENSG00000225647
chr7	108721601	108721601	LOC100419644
chr7	108884587	108884587	LINC02903
chr7	108905226	108905226	ENSG00000279043
chr7	108909453	108909453	ENSG00000229603
chr7	108995029	108995029	ENSG00000227968
chr7	109326315	109326315	ENSG00000230941
chr7	109597166	109597166	ENSG00000234273
chr7	109660094	109660094	ENSG00000230192
chr7	109763574	109763574	LOC100421901
chr7	109960184	109960184	EIF3IP1
chr7	109999624	109999624	RPL3P8
chr7	110534757	110534757	ENSG00000226965
chr7	110215891	110215891	ENSG00000278424
chr7	110590082	110590082	ENSG00000287186
chr7	111562517	111562517	IMMP2L
chr7	110725825	110725825	ENSG00000228540
chr7	111091006	111091006	LRRN3
chr7	111394875	111394875	ENSG00000243621
chr7	111411319	111411319	LOC100420226
chr7	112206407	112206407	DOCK4
chr7	111757051	111757051	ENSG00000287011
chr7	111808516	111808516	DOCK4-AS1
chr7	111953765	111953765	RNA5SP237
chr7	111971988	111971988	RPL7AP42
chr7	112206695	112206695	ZNF277
chr7	112288623	112288623	RN7SKP187
chr7	112409623	112409623	ENSG00000226851
chr7	112372647	112372647	MTND5P8
chr7	112374250	112374250	MTND6P24
chr7	112374324	112374324	MTCYBP24
chr7	112422887	112422887	IFRD1
chr7	112446375	112446375	ENSG00000180019
chr7	112450460	112450460	ENSG00000288640
chr7	112450487	112450487	LOC128031837
chr7	112480853	112480853	LSMEM1
chr7	112520488	112520488	ENSG00000182965
chr7	112616440	112616440	LOC101928012
chr7	112738693	112738693	ENSG00000225358
chr7	112790423	112790423	TMEM168
chr7	112939875	112939875	BMT2
chr7	112995677	112995677	HRAT17
chr7	113077181	113077181	ENSG00000279288
chr7	113087778	113087778	GPR85
chr7	113100663	113100663	LOC107986837
chr7	113118560	113118560	SMIM30
chr7	113415689	113415689	ENSG00000270997
chr7	113451072	113451072	ENSG00000278894
chr7	113494870	113494870	LOC124901813
chr7	114075920	114075920	PPP1R3A
chr7	114086327	114086327	FOXP2
chr7	114297429	114297429	ENSG00000236580
chr7	114419875	114419875	ENSG00000224595
chr7	114560961	114560961	ENSG00000282859
chr7	114613906	114613906	RNA5SP238
chr7	114653345	114653345	MIR3666
chr7	114922359	114922359	MDFIC
chr7	115030564	115030564	LINC01393
chr7	115231355	115231355	LINC01392
chr7	115137220	115137220	ENSG00000226962
chr7	115207996	115207996	ENSG00000199764
chr7	115503367	115503367	POLR2DP2
chr7	115581442	115581442	SNORA25B
chr7	115676329	115676329	ENSG00000242072
chr7	115682618	115682618	LOC100506489
chr7	115789729	115789729	ENSG00000243345
chr7	115833373	115833373	ENSG00000199224
chr7	116159896	116159896	TFEC
chr7	116211511	116211511	ENSG00000279086
chr7	116210506	116210506	TES
chr7	116327896	116327896	ENSG00000243243
chr7	116499465	116499465	ENSG00000237813
chr7	116286734	116286734	LOC102724434
chr7	116287380	116287380	CAV2
